Speaker,File,Seg,Code,Position,Prev.Seg,Long.Short,Duration,Word,Duration_in_ms
SOC,LA_1228d2u1,n,C+,Medial,uu,short,0.084960263,duine,84.960263
SOC,LA_1228d2u1,n,C+,Medial,oo,short,0.090062569,Tonna,90.062569
SOC,LA_1229d1u1,n,C+,Medial,ii,short,0.093141292,chineadh,93.141292
SOC,LA_1229d1u1,n,C+,Medial,o,short,0.065489588,chónai,65.489588
SOC,LA_1229d1u1,n,C+,Medial,ee,short,0.043759276,thaínig,43.759276
SOC,LA_1229d1u1,n,C+,Medial,oo,short,0.097904287,choinne,97.904287
SOC,LA_1229d1u1,n,C+,Medial,E,short,0.075297938,lena,75.297938
SOC,LA_1229d1u1,n,C+,Medial,ii,short,0.100254664,duine,100.254664
SOC,LA_1229d1u1,n,C+,Medial,oo,short,0.085938754,choinne,85.938754
SOC,LA_1229d1u1,n,C+,Medial,oo,short,0.098791198,choinne,98.791198
SOC,LA_1230d1u1,n,C+,Medial,ii,short,0.075093124,sine,75.093124
SOC,LA_1230d1u1,n,C+,Medial,oo,short,0.039711948,bronach,39.711948
SOC,LA_1230d1u1,n,C+,Medial,ii,short,0.067596558,sine,67.596558
SOC,LA_1230d1u1,n,C+,Medial,ii,short,0.119791589,sin,119.791589
SOC,LA_1230d1u1,n,C+,Medial,uu,short,0.074866081,gcoinneann,74.866081
SOC,LA_1230d2u1,n,C+,Medial,i,short,0.080299807,bhfianaise,80.299807
SOC,LA_1230d2u1,n,C+,Medial,a,short,0.055873636,Déanaim,55.873636
SOC,LA_1230d2u1,n,C+,Medial,oo,short,0.020143361,onóirim,20.143361
SMacM,LA_1249d1u1,n,C+,Medial,o,short,0.047901919,choinníodh,47.901919
SMacM,LA_1249d1u1,n,C+,Medial,ii,short,0.057283712,cruinnigh,57.283712
SMacM,LA_1249d1u1,n,C+,Medial,ii,short,0.065811504,Duine,65.811504
SMacM,LA_1249d1u1,n,C+,Medial,oo,short,0.061877145,choinne,61.877145
SMacM,LA_1249d1u1,n,C+,Medial,ee,short,0.029863093,duine,29.863093
PMacC,LA_1252d1u1,n,C+,Medial,ii,short,0.075703818,inniu,75.703818
PMacC,LA_1252d1u1,n,C+,Medial,ee,short,0.058907158,choinne,58.907158
PMacC,LA_1252d1u1,n,C+,Medial,a,short,0.057814579,anois,57.814579
PMacC,LA_1252d1u1,n,C+,Medial,ee,short,0.045736594,chonai,45.736594
PMacC,LA_1252d1u1,n,C+,Medial,a,short,0.102026706,anois,102.026706
PMacC,LA_1252d2u1,n,C+,Medial,a,short,0.114866827,aniar,114.866827
PMacC,LA_1252d2u1,n,C+,Medial,ii,short,0.041192377,cineál,41.192377
PMacC,LA_1252d2u1,n,C+,Medial,uu,short,0.030922492,dhuine,30.922492
PMacC,LA_1252d2u1,n,C+,Medial,E,short,0.051420183,seinnim,51.420183
PMacC,LA_1252d2u1,n,C+,Medial,ii,short,0.029516219,minic,29.516219
PMacC,LA_1253d1u1,n,C+,Medial,ii,short,0.040554408,cineál,40.554408
DMacGC,LA_1261d1u1,n,C+,Medial,E,short,0.143033865,ceann,143.033865
DMacGC,LA_1261d2u1,n,C+,Medial,E,short,0.047463653,chonaic,47.463653
MOC,LA_1262d1u1,n,C+,Medial,ii,short,0.037290446,tineadh,37.290446
MOC,LA_1263d1u1,n,C+,Medial,ee,short,0.056311334,choinne,56.311334
MOC,LA_1263d1u1,n,C+,Medial,ii,short,0.059990502,rinneadh,59.990502
MOC,LA_1263d1u1,n,C+,Medial,a,short,0.045563828,bainne,45.563828
MOC,LA_1264d1u1,n,C+,Medial,uu,short,0.053993755,dhuine,53.993755
MOC,LA_1264d1u1,n,C+,Medial,uu,short,0.050371508,duine,50.371508
MOC,LA_1264d1u1,n,C+,Medial,oo,short,0.018430473,chonaic,18.430473
MOC,LA_1264d1u1,n,C+,Medial,a,short,0.038250317,Tháinig,38.250317
MOC,LA_1264d1u1,n,C+,Medial,oo,short,0.057832913,ghloine,57.832913
MOC,LA_1264d1u1,n,C+,Medial,o,short,0.097849871,ghloine,97.849871
MOC,LA_1264d1u1,n,C+,Medial,oo,short,0.042104669,choinne,42.104669
PMacGC,LA_1265d1u1,n,C+,Medial,E,short,0.04030981,ceannaí,40.30981
PMacGC,LA_1265d1u1,n,C+,Medial,a,short,0.019979525,cheannach,19.979525
PMacGC,LA_1265d1u1,n,C+,Medial,oo,short,0.032266058,chluinfeadh,32.266058
PMacGC,LA_1265d2u1,n,C+,Medial,E,short,0.038874317,ceannach,38.874317
PMacGC,LA_1265d2u1,n,C+,Medial,E,short,0.068889993,gceannach,68.889993
PMacGC,LA_1265d2u1,n,C+,Medial,uu,short,0.02944731,nduine,29.44731
